node_id,0,1,2,3,4,5,6,7,8,9
327685,0.0,0.072289154,0.696107,0.0,0.0,0.0,0.0,0.0,0.0,2.0
131080,0.0,0.052208837,0.64600587,0.0,0.0,0.0,0.0,0.0,0.0,2.0
163851,0.0,0.060240965,0.64122325,0.0,0.0,0.0,0.0,0.0,0.0,2.0
98315,0.0,0.08835341,0.6786849,0.0,0.0,0.0,0.0,0.0,0.0,2.0
327697,0.0,0.036144577,0.6649252,0.0,0.0,0.0,0.0,0.0,0.0,0.0
163862,0.0,0.060240965,0.69281566,0.0,0.0,0.0,0.0,0.0,0.0,2.0
327715,0.0,0.04819277,0.6295499,0.0,0.0,0.0,0.0,0.0,0.0,0.0
163881,0.0,0.14457831,0.67259216,0.0,0.0,0.0,0.0,0.0,0.0,3.0
131115,1.0,0.04016064,0.6303299,0.0,0.0,0.0,0.0,0.0,0.0,0.0
294955,0.0,0.07630522,0.6914612,0.0,0.0,0.0,0.0,0.0,0.0,2.0
196653,0.0,0.07630522,0.72054833,0.0,0.0,0.0,0.0,0.0,0.0,2.0
294961,0.0,0.04016064,0.5308606,0.0,0.0,0.0,0.0,0.0,0.0,1.0
327733,0.0,0.036144577,0.48240015,0.0,0.0,0.0,0.0,0.0,0.0,1.0
327739,0.0,0.064257026,0.65205896,0.0,0.0,0.0,0.0,0.0,0.0,1.0
262204,0.0,0.072289154,0.6890331,0.0,0.0,0.0,0.0,0.0,0.0,2.0
98366,1.0,0.02008032,0.5414594,0.0,0.0,0.0,0.0,0.0,0.0,0.0
294980,0.0,0.02811245,0.5719898,0.0,0.0,0.0,0.0,0.0,0.0,0.0
163908,0.0,0.044176705,0.4710641,0.0,0.0,0.0,0.0,0.0,0.0,0.0
98372,0.0,0.10040161,0.68820924,0.0,0.0,0.0,0.0,0.0,1.0,1.0
131142,0.0,0.060240965,0.67111486,0.0,0.0,0.0,0.0,0.0,0.0,1.0
229451,0.0,0.012048192,0.45362353,0.0,0.0,0.0,0.0,0.0,0.0,0.0
163916,0.0,0.064257026,0.61082745,0.0,0.0,0.0,0.0,0.0,0.0,2.0
262221,0.0,0.08032128,0.70492136,0.0,0.0,0.0,0.0,0.0,0.0,2.0
163938,0.0,0.052208837,0.5883438,0.0,0.0,0.0,1.0,0.0,0.0,1.0
229480,0.0,0.0562249,0.67025185,0.0,0.0,0.0,0.0,0.0,0.0,1.0
295017,0.0,0.052208837,0.5823989,0.0,0.0,0.0,0.0,0.0,0.0,1.0
98415,0.0,0.06827309,0.7066517,0.0,0.0,0.0,0.0,0.0,0.0,1.0
229497,0.0,0.04016064,0.58976275,0.0,0.0,0.0,0.0,0.0,0.0,1.0
327810,0.0,0.08835341,0.66282666,0.0,0.0,0.0,0.0,0.0,0.0,2.0
196741,0.0,0.064257026,0.6030462,0.0,0.0,0.0,0.0,0.0,0.0,1.0
98441,0.0,0.044176705,0.6567401,0.0,0.0,0.0,0.0,0.0,0.0,1.0
229514,0.0,0.06827309,0.6747944,0.0,0.0,1.0,0.0,0.0,0.0,2.0
131213,0.0,0.036144577,0.60149217,0.0,0.0,0.0,0.0,0.0,0.0,1.0
229518,0.0,0.02811245,0.5345066,0.0,0.0,0.0,0.0,0.0,0.0,0.0
131225,0.0,0.04016064,0.5603117,0.0,0.0,0.0,1.0,0.0,0.0,0.0
295078,0.0,0.052208837,0.67941415,0.0,0.0,0.0,0.0,0.0,0.0,1.0
196780,0.0,0.084337346,0.7034905,0.0,0.0,0.0,0.0,0.0,1.0,2.0
196781,1.0,0.02008032,0.5414594,0.0,0.0,0.0,0.0,0.0,0.0,0.0
98485,0.0,0.044176705,0.67385274,0.0,0.0,0.0,0.0,0.0,0.0,0.0
262325,0.0,0.060240965,0.5978217,0.0,0.0,0.0,1.0,0.0,0.0,2.0
164023,0.0,0.10843374,0.71328014,0.0,0.0,1.0,0.0,0.0,1.0,1.0
262331,1.0,0.024096385,0.57737726,0.0,0.0,0.0,0.0,0.0,0.0,0.0
98499,0.0,0.032128513,0.52242815,0.0,0.0,0.0,0.0,0.0,0.0,1.0
229572,0.0,0.0562249,0.6386996,0.0,0.0,0.0,0.0,0.0,0.0,2.0
295111,0.0,0.052208837,0.65516037,0.0,0.0,0.0,0.0,0.0,0.0,0.0
295113,0.0,0.036144577,0.5697756,0.0,0.0,0.0,0.0,0.0,0.0,1.0
164057,0.0,0.060240965,0.6195225,0.0,0.0,0.0,0.0,0.0,0.0,0.0
229596,0.0,0.08835341,0.6877657,0.0,0.0,0.0,0.0,0.0,0.0,1.0
327900,1.0,0.032128513,0.5567877,0.0,0.0,0.0,0.0,0.0,0.0,0.0
164061,0.0,0.072289154,0.70070076,0.0,0.0,0.0,0.0,0.0,0.0,2.0
229598,0.0,0.02811245,0.5203588,0.0,0.0,0.0,0.0,0.0,0.0,0.0
196833,0.0,0.012048192,0.5125257,0.0,0.0,0.0,0.0,0.0,0.0,0.0
164069,0.0,0.044176705,0.6188774,0.0,0.0,0.0,0.0,0.0,0.0,0.0
98535,1.0,0.084337346,0.6869979,0.0,0.0,1.0,0.0,0.0,1.0,0.0
262384,0.0,0.04819277,0.6810893,0.0,0.0,0.0,1.0,0.0,0.0,1.0
164084,0.0,0.08835341,0.7262597,0.0,0.0,0.0,0.0,0.0,0.0,1.0
131317,0.0,0.08835341,0.64696836,0.0,0.0,0.0,0.0,0.0,1.0,2.0
